PC1,PC2,PC3,PC4,PC5,quality_label
-1.6195298795599256,0.45095009169874345,-1.7744541482708391,0.04374031124601556,0.06701448076416334,0
-0.7991699349839552,1.8565530606792358,-0.9116901661671987,0.5480659724450638,-0.018391561189129508,0
-0.7484790927753523,0.8820388613867972,-1.1713942288914638,0.4110206716641456,-0.0435310067569575,0
2.35767263317844,-0.26997600938068544,0.24348869668940656,-0.9284499821666166,-1.4991490675469512,0
-1.6195298795599256,0.45095009169874345,-1.7744541482708391,0.04374031124601556,0.06701448076416334,0
-1.5837072733679636,0.5691948836514883,-1.538286051341207,0.023749887467158438,-0.11007597002291432,0
-1.1014640297998561,0.6080149987840234,-1.0759147951434844,-0.3439592069436033,-1.1333823620529684,0
-2.2487076476621826,-0.4168347770060515,-0.9868371863582895,-0.0012033794186467805,-0.7804345770634427,1
-1.0868865233527099,-0.3085694951060078,-1.5181502079043492,0.0033149045443173005,-0.22672662903341606,1
0.654789524946074,1.6652073957838598,1.2094762238483887,-0.8246350066612865,1.7185007935803103,0
-1.125204286455551,0.8605121934499302,-0.7722158721380106,0.464359348497183,-0.9323393865479044,0
0.654789524946074,1.6652073957838598,1.2094762238483887,-0.8246350066612865,1.7185007935803103,0
-3.026861032322052,0.4935396915055448,-0.22016621530132896,0.5946257332267677,-0.3431609798138091,0
1.5388977301543847,-0.23512582864211787,0.0475060684060444,3.7923864387827417,0.7264141239045819,0
1.5652680835125405,4.795247030492096,1.4150768998581578,1.3609437717487902,-0.19936483039954067,0
1.621248786971716,4.780069779618039,1.5210078252079293,1.408769227931897,-0.10293021224133769,0
1.1745656164945641,1.1427982171557762,2.3943131225028065,0.14540311755131718,-1.2905136698940032,1
2.695204740121198,1.2154942019635002,-0.1233949038292055,6.373258827116698,1.1300600254090005,0
-0.7224383082083912,0.5046719140701387,-1.747083477048905,-0.6399522625048379,0.8991309498998813,0
3.3353127554432542,0.7536687550166775,0.45816002546626694,5.140835803187016,0.2597505009322707,0
0.6236446132149627,0.44011331171546253,0.9821746992518486,-0.6253937805109849,-1.5629060215981976,0
-0.20598453653144258,0.9679491803451122,0.45496381397627916,-0.1345860479628889,-0.33885347218383643,0
0.696407309769557,-0.39699873670220537,-0.2558758130992709,1.5238317608483016,-0.5431694249391931,0
0.0531056347363897,0.4165427428512389,-0.9324305897724177,-0.2544540486714972,-0.9306186276897017,0
-0.8785553431477114,0.38113318629521636,0.07155311057325309,0.1551236580741466,-0.23369366113439524,0
-1.164634066513572,-0.610355044955855,-0.5679175135311714,0.41566904725653164,-0.9911316187172495,0
-0.23939378666814698,-1.194010781879522,-0.998432505373724,0.16765399457738536,-0.5968516366102742,0
0.696407309769557,-0.39699873670220537,-0.2558758130992709,1.5238317608483016,-0.5431694249391931,0
-1.7352178389039365,0.5887956403312665,-1.5770915886098398,0.15478774342908436,-0.07061729803680804,0
-1.322371735875427,-0.41040658616251846,-1.5391736951416726,0.24095671873406646,0.06140597023163403,0
-1.5597568101209218,1.161903745591346,-0.27310404740265526,0.11648661139653269,-0.2796673146631382,0
-1.8055655652213116,0.6709771974531867,-0.4901770642727068,0.3131477400984216,0.5700726220658411,0
-0.08957396557773434,1.5644346169018264,-0.1941256582376115,0.14836251575702336,-0.8418842755137186,0
