PC1,PC2,PC3,PC4,PC5,quality_label
0.473341194680203,-1.9151305157828984,1.5282545572744928,-0.6057862213216179,-0.0727401556084911,0
1.621248786971716,4.780069779618039,1.521007825207929,1.408769227931897,-0.1029302122413376,0
-1.2737617901416889,0.0232099053566273,-0.141820651303401,0.1954165282852132,-0.5545702448396626,0
-1.4939932496533004,0.1127517402224472,-1.3881236334209983,0.5748011357645079,0.7780808533781288,0
-0.8651318315113804,1.5553158521344073,-0.7554388719550865,0.3960258760847494,-1.0188737222929725,0
1.5030588284989583,-0.3473126078373247,0.6256360150104219,-0.532522519005554,-0.3620441546341802,0
1.0845328568742665,0.907945126945389,1.7362409836024868,-0.1626614678984233,-0.3597757698872357,0
-1.1975516217408653,-0.1993651805236925,-1.158863848257316,1.3528012498143294,1.1801953239995453,0
-1.396909191808274,-0.4322401531440681,-0.8611378584671537,0.0195692042921484,0.7302447118866173,0
0.4495403528575557,-1.812357127290784,1.4505389123804642,0.1760928871936665,-0.1098708620533474,1
0.9486604692518484,-3.11768739249831,0.62848496294999,-1.1180306359725285,-1.019106354611482,0
0.2170272524716672,-0.8462585616046103,0.9889982683122728,0.3975342106975368,-0.4538638248613197,0
2.2968980252164024,-0.8855622292592824,-1.215655165850329,-0.3117515784419271,-0.7922852946291405,0
-1.4443350251084377,0.0376267112453475,-0.7644839182608825,0.1079766584269049,-0.8408812377332553,0
-0.0096048104323161,2.350736307440501,0.9241888484871208,-0.2246611715925593,-1.3021046269710137,0
-1.1528947922501371,-0.2460459870683954,0.1738485642233243,0.2563606084321123,0.7605109540476471,1
-1.3966180852490382,-0.4184508058539766,-0.3087931846996708,0.0374305294091359,0.3546703327316907,0
-0.9159669308934334,0.3862395739866508,-1.9214667937339056,-0.4328094041672241,0.229492558344992,0
-1.7630801698565308,-0.4567479186594066,1.748205559924039,-0.3583262954914088,-0.8170859870436289,0
-1.024656662548591,-0.2739001322903766,-1.474888315968324,0.5835129270854065,-0.2465292235376388,0
0.7842933263582725,-1.9144750031354223,0.9210185326826312,0.4195684407897669,0.8385649802071601,1
-0.5726206310555886,0.5536574649546832,-0.9253144008849438,-0.2634871012238605,0.1679419347991151,0
-0.9638353760364377,0.4583126617946962,1.0940545268758752,-0.2067001576215441,-0.8548604826366705,0
